ds,GHI_A_DATA_Avg,POA_A_DATA_2_Avg,AirTC_Avg_Degree Celcius,RH_%,POA_A_DATA_3_Avg,WS_Avg_km/h,T110PV_C_Avg_Degree Celcius
11/21/2024 6:42:00 PM,-52.4793285962462,-83.5044026345015,31.88995431673,27.4095130642504,-83.9389569038474,-20.8415736256222,32.6237582083393
11/21/2024 6:43:00 PM,-53.5622510238447,-84.7485493653229,31.8528258072307,27.4876777899385,-85.0997292987163,-20.878323267319,32.5451131487055
11/21/2024 6:44:00 PM,-54.6233819523812,-85.9682029081635,31.8157575238244,27.5657269570388,-86.2367401599214,-20.9148587292277,32.4671232334356
11/21/2024 6:45:00 PM,-55.6627923517085,-87.163423203582,31.7787521173133,27.6436543757688,-87.3500604421288,-20.9511773528166,32.3897910424694
11/21/2024 6:46:00 PM,-56.6805565372558,-88.334274060297,31.7418122100943,27.7214539230569,-88.4397647695744,-20.9872765363283,32.3131190373081
11/21/2024 6:47:00 PM,-57.67675212693,-89.4808231114432,31.7049403963721,27.7991195371566,-89.5059313905968,-21.0231537349402,32.2371095615055
11/21/2024 6:48:00 PM,-58.6514600284269,-90.6031418066681,31.6681392416738,27.8766452256111,-90.5486421686909,-21.0588064608316,32.1617648407343
11/21/2024 6:49:00 PM,-59.6047644251391,-91.7013054016338,31.6314112816174,27.9540250619818,-91.5679825677357,-21.0942322848241,32.0870869807972
11/21/2024 6:50:00 PM,-60.5367527379073,-92.7753929205078,31.5947590226389,28.0312531868823,-92.5640416146655,-21.1294288356731,32.0130779691674
11/21/2024 6:51:00 PM,-61.4475156239366,-93.8254871609461,31.5581849404736,28.1083238129679,-93.5369119008958,-21.1643938011111,31.9397396730357
11/21/2024 6:52:00 PM,-62.3371469556934,-94.8516746759157,31.5216914795781,28.185231224616,-94.4866895616618,-21.1991249288201,31.86707383862
11/21/2024 6:53:00 PM,-63.2057437507153,-95.8540456986291,31.4852810543872,28.2619697749325,-95.4134742024604,-21.2336200253075,31.795082094275
11/21/2024 6:54:00 PM,-64.0534062178363,-96.8326942025787,31.448956046468,28.3385338932469,-96.3173689523725,-21.267876958337,31.7237659452503
11/21/2024 6:55:00 PM,-64.8802376851332,-97.7877178243477,31.4127188057062,28.4149180833646,-97.1984803885129,-21.301893655832,31.6531267769103
11/21/2024 6:56:00 PM,-65.6863445782717,-98.7192178445977,31.3765716497655,28.4911169233143,-98.0569185147107,-21.3356681064597,31.5831658540305
11/21/2024 6:57:00 PM,-66.4718364106804,-99.6272991828867,31.3405168627479,28.5671250679201,-98.8927967531807,-21.3691983611327,31.5138843192173
11/21/2024 6:58:00 PM,-67.2368257440617,-100.51207035856,31.3045566960596,28.6429372507207,-99.7062319057902,-21.4024825314532,31.4452831945152
11/21/2024 6:59:00 PM,-67.9814281630536,-101.373643466954,31.2686933668447,28.7185482829506,-100.497344126911,-21.4355187920287,31.3773633798654
